"imdb_score","movie_id","release_year","movie_title_length","aspect_ratio","genres_length","distributor_length","actor1_length","is_Miramax","is_Nov","is_Dec","comput","campus","holiday","riot","terror","escap","wish","love","action","adventure","scifi","thriller","western","sport","horror","drama","war","crime","documentary","biography","fantasy","comedy","family","movie_budget","duration","nb_news_articles","movie_meter_IMDBpro","nb_faces","actor3_star_meter","animation","actor1_star_meter","R","PG.13","Approved","TV.G","TV.14","is_color","log_nb_news_articles","log_movie_meter_IMDBpro","log_movie_budget","log_duration","log_actor1_star_meter","log_actor3_star_meter","log_nb_faces"
8.1,40,2005,8,1.85,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40000000,147,7764,1135,1,8675,0,779,1,0,0,0,0,0,8.9572529442889,7.0343879299155,17.5043900120782,4.99043258677874,6.65801104587075,9.06820060481506,0
4.6,43,2009,27,2.35,31,20,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,50000000,130,16092,2667,2,1665,0,740,0,1,0,0,0,1,9.68607753306968,7.88870952418201,17.7275335633924,4.86753445045558,6.60665018619822,7.41758040241454,0.693147180559945
5.1,58,2005,20,2.35,23,12,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,50000000,107,368,2557,5,5364,0,4638,0,1,0,0,0,1,5.90808293816893,7.84658997529119,17.7275335633924,4.67282883446191,8.44203851781548,8.58746524440157,1.6094379124341
8.2,59,2007,13,2.35,25,18,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,15000000,148,1183,1114,0,4723,0,364,1,0,0,0,0,1,7.07580886397839,7.01571242048723,16.5235607590665,4.99721227376411,5.89715386763674,8.46019946989612,0
7.3,65,2008,10,2.35,21,12,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,18000000,114,1652,2246,4,4548,0,20,1,0,0,0,0,1,7.40974195408092,7.71690613529839,16.7058823158604,4.7361984483945,2.99573227355399,8.42244285487043,1.38629436111989
5.8,68,1996,11,1.85,29,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,47000000,108,37,17965,1,3512432,0,513,1,0,0,0,0,1,3.61091791264422,9.79618069954762,17.6656581596743,4.68213122712422,6.24027584517077,15.0718192330061,0
5.7,81,2012,36,2.35,20,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,40000000,110,846,4144,12,2216,0,54,0,1,0,0,0,1,6.74051935960622,8.32941678393932,17.5043900120782,4.70048036579242,3.98898404656427,7.70345904786717,2.484906649788
7.5,90,2004,7,2.4,29,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,28000000,135,285,5650,0,9326,0,3046,0,0,0,0,0,1,5.65248918026865,8.63941082414049,17.1477150681395,4.90527477843843,8.02158453345511,9.14056147736827,0
8.2,93,1995,6,2.35,21,25,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,52000000,178,889,1873,2,3613,0,379,1,0,0,0,0,1,6.7900972355139,7.53529670244409,17.7667542765457,5.18178355029209,5.93753620508243,8.19229373114764,0.693147180559945
6.2,105,2010,10,1.85,19,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30000000,107,755,6956,0,81561,0,1263,0,1,0,0,0,1,6.62671774924902,8.84735987547417,17.2167079396264,4.67282883446191,7.14124512235049,11.3091064855254,0
7.1,117,2010,6,1.85,14,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,92,3068,978,1,1588,0,18,0,1,0,0,0,1,8.02878116248715,6.88550967003482,15.8949520996441,4.52178857704904,2.89037175789616,7.37023064180708,0
5.8,120,2006,19,2.35,6,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25000000,86,348,3882,0,5322,0,6699,1,0,0,0,0,1,5.85220247977447,8.26410576372896,17.0343863828325,4.45434729625351,8.80971354050827,8.57960445153763,0
6.1,157,1998,11,1.85,28,16,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13000000,91,53,10747,5,11054,0,3767,1,0,0,0,0,1,3.97029191355212,9.28238192484115,16.3804599154258,4.51085950651685,8.23403420769204,9.31054763239321,1.6094379124341
7.2,160,2003,12,1.85,22,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000000,92,502,6818,2,23052,0,6614,1,0,0,0,0,1,6.21860011969173,8.82732145269785,13.8155105579643,4.52178857704904,8.79694389354174,10.0455078125566,0.693147180559945
6.5,162,2004,12,2.35,27,16,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,33000000,140,708,1554,1,8439,0,1724,1,0,0,0,0,1,6.56244409369372,7.34858753092759,17.3120181194308,4.9416424226093,7.45240245122364,9.04061909715797,0
6.2,163,2013,6,2.35,29,17,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,35000000,118,881,4776,0,2252,0,304,1,0,0,0,0,1,6.78105762593618,8.47135865507244,17.3708586194537,4.77068462446567,5.71702770140622,7.71957398925958,0
6.5,164,2006,7,2.35,25,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12000000,104,2550,3278,0,6852,0,573,0,1,0,0,0,1,7.84384863815247,8.09498875930377,16.3004172077523,4.64439089914137,6.35088571671474,8.83229585944401,0
4.9,172,1996,11,2.35,31,18,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,45000000,100,177,6778,0,1266,0,3271,0,0,0,0,0,1,5.17614973257383,8.821437352167,17.6221730477346,4.60517018598809,8.09285102753838,7.14361760270412,0
6.3,173,2011,20,2.35,20,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,23000000,97,774,5651,4,2226,0,580,1,0,0,0,0,1,6.65157187358973,8.63958779962984,16.9510047738934,4.57471097850338,6.36302810354046,7.70796153183549,1.38629436111989
5.1,175,1997,7,1.85,25,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,3000000,98,210,10945,0,6088,0,2781,0,0,0,0,0,1,5.34710753071747,9.30063800995696,14.9141228466324,4.58496747867057,7.93056585423396,8.71407489954152,0
6.8,177,1973,16,1.66,25,14,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7000000,121,595,3488,3,11575,0,7038,0,0,0,0,0,1,6.38856140554563,8.15708378502887,15.7614207070196,4.79579054559674,8.85907931788153,9.35660287895444,1.09861228866811
5.7,178,2013,9,2.35,22,4,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3000000,85,54,71,0,7775,0,6743,1,0,0,0,0,1,3.98898404656427,4.26267987704132,14.9141228466324,4.44265125649032,8.81626020873458,8.95866873704743,0
7.3,181,1986,27,2.35,31,21,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,25000000,99,724,2040,1,23888,0,10959,0,1,0,0,0,1,6.58479139238572,7.62070508683826,17.0343863828325,4.59511985013459,9.30191631546339,10.081131519779,0
6.7,183,1994,10,2.35,28,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,45000000,119,118,4023,3,2271,0,1682,0,1,0,0,0,1,4.77068462446567,8.29978317194979,17.6221730477346,4.77912349311153,7.42773884053289,7.72797554210556,1.09861228866811
8.3,186,1997,17,2.35,28,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,35000000,138,80,1615,2,10551,0,625,1,0,0,0,0,1,4.38202663467388,7.38709023565676,17.3708586194537,4.92725368515721,6.4377516497364,9.26397592114209,0.693147180559945
6,187,1998,11,2.35,30,33,14,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,45000000,106,82,4759,0,3253,0,1863,1,0,0,0,0,1,4.40671924726425,8.46779284112111,17.6221730477346,4.66343909411207,7.52994337060159,8.08733292647335,0
8.1,191,1984,14,1.85,13,14,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6500000,107,6801,1100,1,8672,0,1232,1,0,0,0,0,1,8.82482493917564,7.00306545878646,15.6873127348659,4.67282883446191,7.11639414409346,9.06785472367943,0
7.5,194,1995,11,2.35,9,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6000000,104,0,656405,3,2364,0,159,1,0,0,0,0,1,0,13.3945332554756,15.6072700271923,4.64439089914137,5.06890420222023,7.76811037852599,1.09861228866811
7.7,197,2004,3,1.85,23,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1200000,103,3721,1488,0,2602,0,4267,1,0,0,0,0,1,8.22174772834662,7.30518821539304,13.9978321147582,4.63472898822964,8.358666283188,7.86403565907245,0
6.4,208,2014,19,1.85,37,35,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,50000000,119,1323,6931,4,4414,0,4405,0,0,0,0,0,1,7.18765716411496,8.84375938191798,17.7275335633924,4.77912349311153,8.39049553837028,8.39253658681668,1.38629436111989
8.1,211,1983,6,2.35,23,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,22000000,240,505,4226,0,8476,0,354,0,0,0,0,0,0,6.22455842927536,8.349011198176,16.9065530113226,5.48063892334199,5.86929691313377,9.04499391938819,0
8.4,213,1984,27,1.85,11,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,30000000,251,286,563,8,4071,0,379,1,0,0,0,0,1,5.65599181081985,6.33327962813969,17.2167079396264,5.52545293913178,5.93753620508243,8.31164394850298,2.07944154167984
6.8,215,1999,17,2.35,12,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,95,189,8068,0,4391,0,1552,1,0,0,0,0,1,5.24174701505964,8.9956608990741,16.5235607590665,4.55387689160054,7.34729970074316,8.38731227056172,0
7.8,218,2008,30,1.85,9,7,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12500000,94,202,2821,0,22574,0,12443,0,1,0,0,0,1,5.30826769740121,7.944846711002,16.3412392022725,4.54329478227,9.42891349477563,10.0245540805156,0
4.5,221,2002,11,2.35,25,13,12,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,40000000,93,4,25980,0,5006,0,1498,0,1,0,0,0,1,1.38629436111989,10.1650822902246,17.5043900120782,4.53259949315326,7.31188616407716,8.51839247199172,0
5.5,226,1995,10,2.35,28,18,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,30000000,106,32,6993,1,1054,0,341,1,0,0,0,0,1,3.46573590279973,8.85266492770387,17.2167079396264,4.66343909411207,5.83188247728352,6.96034772910131,0
5.6,234,2007,15,1.85,14,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25000000,101,268,3875,1,6699,0,5481,1,0,0,0,0,1,5.59098698051086,8.26230094178745,17.0343863828325,4.61512051684126,8.60904284504612,8.80971354050827,0
5.1,236,2015,11,2.35,19,12,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,35000000,87,395,6030,2,1612,0,5045,0,1,0,0,0,1,5.97888576490112,8.70450228972123,17.3708586194537,4.46590811865458,8.52615293278771,7.38523092306657,0.693147180559945
6.9,238,1984,8,1.85,28,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1500000,92,308,7194,3,6446,0,24013,1,0,0,0,0,1,5.73009978297357,8.88100262425557,14.2209756660724,4.52178857704904,10.0863506293483,8.77121506237538,1.09861228866811
6.9,243,1996,7,2.35,12,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,27000000,117,201,2988,2,6237,0,1278,0,1,0,0,0,1,5.30330490805908,8.00235954625271,17.1113474239686,4.76217393479776,7.15305163493748,8.73825457652612,0.693147180559945
6.5,248,1990,19,1.33,19,10,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10000000,90,9,17494,2,37813,0,6475,1,0,0,0,0,1,2.19722457733622,9.7696132439798,16.1180956509583,4.49980967033027,8.77570388656774,10.5404082378263,0.693147180559945
6.2,252,2013,5,2.35,13,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16000000,112,256,2237,0,370,0,491,1,0,0,0,0,1,5.54517744447956,7.71289096149013,16.5880992802041,4.71849887129509,6.19644412779452,5.91350300563827,0
6.8,257,2012,8,2.35,14,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3000000,110,2133,1527,0,3000,0,50119,1,0,0,0,0,1,7.66528471847135,7.33106030521863,14.9141228466324,4.70048036579242,10.822155456696,8.00636756765025,0
7.4,259,2014,9,2.35,11,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,50000000,141,1003,3475,1,217,0,159,1,0,0,0,0,1,6.91075078796194,8.15334975799889,17.7275335633924,4.94875989037817,5.06890420222023,5.37989735354046,0
7.6,261,1996,24,2.35,38,35,12,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,45000000,111,205,5990,2,3898,0,6476,0,1,0,0,0,1,5.32300997913841,8.6978466911095,17.6221730477346,4.70953020131233,8.77585831479753,8.26821888006751,0.693147180559945
6.7,275,2007,12,2.35,27,18,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,17000000,109,414,3654,0,8987,0,125,1,0,0,0,0,1,6.02586597382531,8.20357773693795,16.6487239020205,4.69134788222914,4.8283137373023,9.10353436765837,0
6.8,280,2005,19,2.35,26,4,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,780000,90,15,20530,0,26283,0,19392,0,1,0,0,0,1,2.70805020110221,9.92964251001298,13.5670491986658,4.49980967033027,9.87261588886904,10.1766776213345,0
6.3,282,2009,38,2.35,21,43,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8000000,138,263,7306,0,2999,0,1504,1,0,0,0,0,1,5.57215403217776,8.89645120735523,15.8949520996441,4.92725368515721,7.31588350450979,8.00603417874901,0
6.9,284,1990,12,1.85,14,20,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14000000,125,1775,1131,2,3559,0,513,1,0,0,0,0,1,7.48155570190952,7.03085747611612,16.4545678875795,4.8283137373023,6.24027584517077,8.17723488551019,0.693147180559945
6,290,2014,11,2.35,20,18,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,25000000,111,559,4187,1,65215,0,5556,1,0,0,0,0,1,6.3261494731551,8.33973976601914,17.0343863828325,4.70953020131233,8.62263370387423,11.0854447828044,0
5.1,296,2007,22,2.35,6,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15000000,89,127,2679,0,6230,0,3075,1,0,0,0,0,1,4.84418708645859,7.89319886954461,16.5235607590665,4.48863636973214,8.03106018024062,8.7371316117815,0
7.7,297,1997,18,1.85,20,16,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,50000000,139,596,2905,0,7728,0,14496,0,1,0,0,0,1,6.39024066706535,7.97418866928601,17.7275335633924,4.93447393313069,9.58162802828276,8.95260537589235,0
6,299,2016,13,2.35,6,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11500000,109,386,2918,1,797,0,379,1,0,0,0,0,1,5.95583736946483,7.97865372908273,16.2578575933335,4.69134788222914,5.93753620508243,6.68085467879022,0
7.3,305,1996,18,2.35,11,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6500000,143,64,5177,1,4003,0,1300,0,0,0,0,0,1,4.15888308335967,8.5519810169019,15.6873127348659,4.96284463025991,7.17011954344963,8.29479935899257,0
7.7,307,2015,10,2.35,29,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,15000000,108,1756,463,0,11608,0,33691,1,0,0,0,0,0,7.47079377419506,6.13772705408623,16.5235607590665,4.68213122712422,10.4249860183584,9.35944979456402,0
5.5,308,2010,17,2.35,21,29,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40000000,110,1434,6249,1,5536,0,371,0,1,0,0,0,1,7.26822302115957,8.74017672992908,17.5043900120782,4.70048036579242,5.91620206260743,8.61902749729751,0
5.2,313,2001,11,1.85,31,18,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3000000,81,114,9565,0,5651,0,7584,0,1,0,0,0,1,4.7361984483945,9.16586588187435,14.9141228466324,4.39444915467244,8.93379604393486,8.63958779962984,0
6.6,321,1984,35,2.35,23,18,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17000000,105,165,6221,1,9685,0,3828,0,0,0,0,0,1,5.10594547390058,8.73568594451502,16.6487239020205,4.65396035015752,8.25009775257285,9.1783335758411,0
7.3,322,2016,19,2.35,36,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,15000000,104,173,529,0,9647,0,9,0,1,0,0,0,1,5.15329159449778,6.2709884318583,16.5235607590665,4.64439089914137,2.19722457733622,9.17440226517055,0
7.9,324,1987,16,2.35,20,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,25000000,119,532,1748,1,5852,0,379,1,0,0,0,0,1,6.27664348934164,7.46622755621548,17.0343863828325,4.77912349311153,5.93753620508243,8.67453876214002,0
6.8,325,2008,9,2.35,19,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,20000000,115,190,5886,0,12184,0,719,1,0,0,0,0,1,5.24702407216049,8.68033192879342,16.8112428315183,4.74493212836325,6.57786135772105,9.407878894575,0
6.5,337,2010,7,2.35,30,21,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,6500000,102,4,60683,0,4731,0,3521,1,0,0,0,0,1,1.38629436111989,11.013418871924,15.6873127348659,4.62497281328427,8.16650031915505,8.46189187563115,0
7.1,340,2016,23,2.35,36,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,29000000,110,641,4112,3,15321,0,559,0,1,0,0,0,1,6.46302945692067,8.321664807135,17.1828063879507,4.70048036579242,6.3261494731551,9.63697971531575,1.09861228866811
5.2,351,1995,9,2.35,20,14,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25000000,104,235,2418,0,3075,0,52,1,0,0,0,0,1,5.45958551414416,7.79069603117474,17.0343863828325,4.64439089914137,3.95124371858143,8.03106018024062,0
6.6,353,1989,15,2.35,25,14,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,32000000,133,277,3755,0,8276,0,4222,0,1,0,0,0,1,5.62401750618734,8.23084356419823,17.281246460764,4.89034912822175,8.34806422840827,9.02111503886543,0
6.6,356,2000,13,2.35,31,20,15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,55000000,110,208,7137,2,5956,0,3509,0,1,0,0,0,1,5.33753807970132,8.87304779897107,17.8228437431967,4.70048036579242,8.16308637558322,8.6921543938039,0.693147180559945
8,357,2014,7,1.85,5,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4000000,165,3497,2308,0,77239,0,7546,1,0,0,0,0,1,8.15966073706338,7.74413662762799,15.2018049190842,5.10594547390058,8.92877290052426,11.2546597897989,0
7.6,362,2001,10,1.85,23,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,17000000,101,36,17148,0,14207,0,5241,0,1,0,0,0,1,3.58351893845611,9.74963682771787,16.6487239020205,4.61512051684126,8.56426759880217,9.56149007987208,0
6.9,363,1981,7,1.85,17,29,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10000000,117,371,3701,1,3155,0,1278,1,0,0,0,0,1,5.91620206260743,8.21635833238616,16.1180956509583,4.76217393479776,7.15305163493748,8.05674377497531,0
5.9,367,1991,10,1.85,27,29,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,17000000,88,833,14298,1,12737,0,13801,1,0,0,0,0,1,6.72503364216684,9.5678749463268,16.6487239020205,4.47733681447821,9.53249633228804,9.45226642258976,0
5.4,377,2008,17,1.85,21,8,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40000000,99,368,10212,1,134045,0,133,1,0,0,0,0,1,5.90808293816893,9.23131877836138,17.5043900120782,4.59511985013459,4.89034912822175,11.8059308434534,0
6.2,378,2000,17,1.85,27,12,14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45000000,109,427,2843,1,4617,0,354,0,1,0,0,0,1,6.05678401322862,7.952615111651,17.6221730477346,4.69134788222914,5.86929691313377,8.43750042250699,0
6.6,385,2011,21,2.35,14,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35000000,109,1777,2051,2,5710,0,376,1,0,0,0,0,1,7.48268182815465,7.62608275807238,17.3708586194537,4.69134788222914,5.92958914338989,8.64997430265006,0.693147180559945
7.9,387,2014,12,2.35,20,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8500000,117,2171,1153,1,87042,0,170,1,0,0,0,0,1,7.68294316987829,7.05012252026906,15.9555767214605,4.76217393479776,5.13579843705026,11.374146039767,0
7.5,401,2013,2,2.35,21,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,40000000,128,18,5008,0,3971,0,413,0,1,0,0,0,1,2.89037175789616,8.51879191277993,17.5043900120782,4.85203026391962,6.02344759296103,8.28677323113125,0
